"District","Division","Area","Club Number","Club Name","Club Status","Mem. Base","Active Members","Goals Met","CCs","Add. CCs","ACs","Add. ACs","CL/AL/DTMs","Add. CL/AL/DTMs","Level 1s","Level 2s","Add. Level 2s","Level 3s","Level 4s","Level 5s","New Members","Add. New Members","Off. Trained Round 1","Off. Trained Round 2","Mem. dues on time Oct","Mem. dues on time Apr","Off. List On Time","Club Distinguished Status"
"40","I","81","00642205","Anthem Express Club","Active","23","17","3","0","0","0","0","1","0","1","0","0","0","0","0","4","0","5","3","1","1","1",""
"40","I","81","04193961","Voice of Confidence","Active","16","8","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","1",""
"40","I","82","00001941","Anderson Hills Toastmasters Club","Active","6","8","3","0","0","1","0","0","0","2","2","0","0","0","0","4","1","0","2","0","0","0",""
"40","I","82","00009523","TV Toastmasters Club","Active","11","10","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","7","5","1","1","1",""
"40","I","82","00922409","Midland Ace's Club","Active","18","12","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","4","1","1","1",""
"40","I","82","00922412","Modern Voices Club","Active","20","28","9","0","0","1","1","1","2","4","0","0","0","0","0","4","9","5","5","1","1","1",""
"40","I","82","02100477","Brown County Toastmasters","Suspended","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","I","83","00000472","Cincinnati Toastmasters","Active","28","32","5","0","0","0","0","0","0","4","2","0","0","0","0","4","13","5","3","1","1","1",""
"40","I","83","00007780","1 Toast Of The Town, Kenwood Toastmasters Club","Active","21","15","1","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","0","0","0","1",""
"40","I","83","00008119","ACE Toastmasters","Active","10","8","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","3","4","0","1","1",""
"40","I","83","06643133","Cengage Toastmasters","Ineligible","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"40","I","84","00003804","A Toast of Blue Ash Club (ATOBA)","Active","10","9","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","4","5","1","0","1",""
"40","I","84","00005008","Mason Town Criers Toastmasters Club","Active","16","15","4","2","0","0","0","0","0","0","0","0","0","0","0","4","1","4","4","1","1","1",""
"40","I","84","00008323","Wilmington Expressives","Active","8","8","3","0","0","0","0","1","0","0","0","0","0","0","0","3","0","4","7","0","1","1",""
"40","I","84","00935335","Gift of Speech Club","Ineligible","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1",""
"40","I","84","06414566","Lebanon Speaks","Active","22","24","1","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","2","0","0","1",""
