"District","Division","Area","Club Number","Club Name","Club Status","Mem. Base","Active Members","Goals Met","CCs","Add. CCs","ACs","Add. ACs","CL/AL/DTMs","Add. CL/AL/DTMs","Level 1s","Level 2s","Add. Level 2s","Level 3s","Level 4s","Level 5s","New Members","Add. New Members","Off. Trained Round 1","Off. Trained Round 2","Mem. dues on time Oct","Mem. dues on time Apr","Off. List On Time","Club Distinguished Status"
"40","D","32","00922067","Environmentally Speaking","Active","20","20","4","0","0","0","0","1","0","0","0","0","0","0","0","4","1","5","5","1","1","1",""
"40","D","32","00922067","Environmentally Speaking","Active","20","20","4","0","0","0","0","1","0","0","0","0","0","0","0","4","1","5","5","1","1","1",""
"40","D","32","04411219","Healthy Toasters","Low","10","4","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","4","1","0","0","1",""
"40","D","32","04411219","Healthy Toasters","Low","10","4","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","4","1","0","0","1",""
"40","D","33","00007083","Cheers Toastmasters","Active","14","18","3","0","0","0","0","0","0","1","0","0","0","0","0","4","4","2","3","1","0","1",""
"40","D","33","00007083","Cheers Toastmasters","Active","14","18","3","0","0","0","0","0","0","1","0","0","0","0","0","4","4","2","3","1","0","1",""
"40","D","33","00009056","Speak With US","Active","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","0",""
"40","D","33","00009056","Speak With US","Active","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","0",""
"40","D","33","01655418","MSD Sewer Talk","Active","15","13","2","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","1","1","1","1",""
"40","D","33","01655418","MSD Sewer Talk","Active","15","13","2","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","1","1","1","1",""
"40","D","33","04680303","Cincinnati Toastados","Active","10","11","2","1","0","0","0","0","0","0","0","0","0","0","0","3","0","5","5","1","0","1",""
"40","D","33","04680303","Cincinnati Toastados","Active","10","11","2","1","0","0","0","0","0","0","0","0","0","0","0","3","0","5","5","1","0","1",""
"40","D","33","06783256","Pathfinders","Suspended","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","D","33","06783256","Pathfinders","Suspended","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","D","34","00003459","Great American Speakers Club","Active","32","37","9","1","0","1","3","1","1","6","2","7","4","0","1","4","11","4","2","1","1","1",""
"40","D","34","00003459","Great American Speakers Club","Active","32","37","9","1","0","1","3","1","1","6","2","7","4","0","1","4","11","4","2","1","1","1",""
"40","D","34","00009531","Toast Of Broadway Toastmasters Club","Active","22","27","7","0","0","0","0","0","0","6","2","2","1","0","0","4","4","5","4","1","1","1",""
"40","D","34","00009531","Toast Of Broadway Toastmasters Club","Active","22","27","7","0","0","0","0","0","0","6","2","2","1","0","0","4","4","5","4","1","1","1",""
"40","D","34","00740572","Toastmasters On the Square Club (TOTS)","Active","11","15","5","0","0","0","0","1","1","0","0","0","0","0","0","4","5","1","5","1","0","1",""
"40","D","34","00740572","Toastmasters On the Square Club (TOTS)","Active","11","15","5","0","0","0","0","1","1","0","0","0","0","0","0","4","5","1","5","1","0","1",""
"40","D","34","03281199","Cincinnati Breakfast Club","Active","9","8","1","1","0","0","0","0","0","2","0","0","0","0","0","1","0","4","5","0","0","1",""
"40","D","34","03281199","Cincinnati Breakfast Club","Active","9","8","1","1","0","0","0","0","0","2","0","0","0","0","0","1","0","4","5","0","0","1",""
"40","D","35","00001249","West Hills Toastmasters Club","Active","12","14","2","0","0","1","0","1","0","0","0","0","0","0","0","2","0","1","0","1","0","0",""
"40","D","35","00001249","West Hills Toastmasters Club","Active","12","14","2","0","0","1","0","1","0","0","0","0","0","0","0","2","0","1","0","1","0","0",""
"40","D","35","00002142","Toast-N-Talk Club","Active","10","10","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","6","4","1","0","1",""
"40","D","35","00002142","Toast-N-Talk Club","Active","10","10","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","6","4","1","0","1",""
"40","D","35","00907534","FTMT on Campus","Active","25","39","8","0","0","0","0","0","0","5","2","4","4","1","1","4","13","0","0","0","0","0",""
"40","D","35","00907534","FTMT on Campus","Active","25","39","8","0","0","0","0","0","0","5","2","4","4","1","1","4","13","0","0","0","0","0",""
"40","D","35","04887152","Paycor Toastmasters","Active","24","20","3","0","0","0","0","0","0","0","1","0","1","0","0","4","2","5","4","1","0","1",""
"40","D","35","04887152","Paycor Toastmasters","Active","24","20","3","0","0","0","0","0","0","0","1","0","1","0","0","4","2","5","4","1","0","1",""
"40","E","41","00002391","Lexington Toastmasters Club","Active","19","16","2","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","2","1","0","1",""
"40","E","41","00002391","Lexington Toastmasters Club","Active","19","16","2","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","2","1","0","1",""
"40","E","41","00002949","Sunrise Toastmasters Club","Active","20","21","3","0","0","0","0","0","0","0","0","0","1","0","1","4","2","3","2","1","1","2",""
"40","E","41","00002949","Sunrise Toastmasters Club","Active","20","21","3","0","0","0","0","0","0","0","0","0","1","0","1","4","2","3","2","1","1","2",""
"40","E","41","00004271","Bluegrass Toastmasters","Low","12","7","3","0","0","1","2","1","0","0","0","0","0","0","0","1","0","4","0","0","0","1",""
"40","E","41","00004271","Bluegrass Toastmasters","Low","12","7","3","0","0","1","2","1","0","0","0","0","0","0","0","1","0","4","0","0","0","1",""
"40","E","41","03663553","Big Blue Toastmasters","Active","16","12","7","0","0","0","0","1","0","2","2","0","3","1","0","4","2","4","5","0","1","1",""
"40","E","41","03663553","Big Blue Toastmasters","Active","16","12","7","0","0","0","0","1","0","2","2","0","3","1","0","4","2","4","5","0","1","1",""
"40","E","42","00004097","Madco Club","Active","13","13","4","0","0","1","0","1","1","0","0","0","0","0","0","3","0","4","1","1","0","1",""
"40","E","42","00004097","Madco Club","Active","13","13","4","0","0","1","0","1","1","0","0","0","0","0","0","3","0","4","1","1","0","1",""
"40","E","42","00007305","Downtown Lunch Bunch Toastmasters Club","Active","16","14","2","0","0","0","0","0","0","1","1","0","1","0","0","4","2","2","1","1","0","1",""
"40","E","42","00007305","Downtown Lunch Bunch Toastmasters Club","Active","16","14","2","0","0","0","0","0","0","1","1","0","1","0","0","4","2","2","1","1","0","1",""
"40","E","42","00007661","London KY Toastmasters Club","Active","15","11","3","0","0","0","0","0","0","0","2","1","0","0","1","1","0","1","1","1","0","1",""
"40","E","42","00007661","London KY Toastmasters Club","Active","15","11","3","0","0","0","0","0","0","0","2","1","0","0","1","1","0","1","1","1","0","1",""
"40","E","42","00008718","Lexington Leaders Club","Active","25","13","1","0","0","0","0","0","0","2","0","0","0","0","0","4","1","1","0","0","0","1",""
"40","E","42","00008718","Lexington Leaders Club","Active","25","13","1","0","0","0","0","0","0","2","0","0","0","0","0","4","1","1","0","0","0","1",""
"40","E","43","00002730","Capital City Toastmasters","Active","16","18","8","0","0","1","1","1","2","0","2","1","0","0","0","4","1","7","7","1","1","1",""
"40","E","43","00002730","Capital City Toastmasters","Active","16","18","8","0","0","1","1","1","2","0","2","1","0","0","0","4","1","7","7","1","1","1",""
"40","E","43","00005517","Lexmark Club","Active","14","17","6","0","0","1","0","1","0","2","1","0","0","0","0","4","4","4","4","1","0","1",""
"40","E","43","00005517","Lexmark Club","Active","14","17","6","0","0","1","0","1","0","2","1","0","0","0","0","4","4","4","4","1","0","1",""
"40","E","43","01990654","Midway Toastmasters","Active","24","27","9","0","0","1","5","1","10","8","2","8","7","2","4","4","1","6","7","1","1","2",""
"40","E","43","01990654","Midway Toastmasters","Active","24","27","9","0","0","1","5","1","10","8","2","8","7","2","4","4","1","6","7","1","1","2",""
"40","E","43","04435488","KYTC Speakers","Active","15","16","2","1","0","0","0","1","0","2","1","0","0","0","0","3","0","5","3","1","0","1",""
"40","E","43","04435488","KYTC Speakers","Active","15","16","2","1","0","0","0","1","0","2","1","0","0","0","0","3","0","5","3","1","0","1",""
"40","E","43","07285845","Deloitte Frankfort Toastmasters Club","Active","29","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","1","0","1",""
"40","E","43","07285845","Deloitte Frankfort Toastmasters Club","Active","29","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","1","0","1",""
"40","E","44","00000453","Pioneer Toastmasters Club","Active","18","22","6","1","0","0","0","0","0","2","2","0","2","2","0","4","2","6","4","1","1","1",""
"40","E","44","00000453","Pioneer Toastmasters Club","Active","18","22","6","1","0","0","0","0","0","2","2","0","2","2","0","4","2","6","4","1","1","1",""
"40","E","44","00001223","Triangle Toastmasters Club","Active","12","11","8","0","0","1","0","1","1","1","0","0","2","1","0","4","0","7","7","1","0","1",""
"40","E","44","00001223","Triangle Toastmasters Club","Active","12","11","8","0","0","1","0","1","1","1","0","0","2","1","0","4","0","7","7","1","0","1",""
"40","E","44","00008416","Articulate Revenuers Toastmasters Club","Active","9","13","7","2","0","1","0","1","6","0","0","0","0","0","0","4","1","5","4","1","1","1",""
"40","E","44","00008416","Articulate Revenuers Toastmasters Club","Active","9","13","7","2","0","1","0","1","6","0","0","0","0","0","0","4","1","5","4","1","1","1",""
"40","E","44","00593263","Northern Kentucky Toastmasters Club","Active","8","10","1","0","0","0","0","0","0","0","1","0","0","0","0","2","0","5","1","1","0","1",""
"40","E","44","00593263","Northern Kentucky Toastmasters Club","Active","8","10","1","0","0","0","0","0","0","0","1","0","0","0","0","2","0","5","1","1","0","1",""
"40","E","44","01153372","Voice of Independence","Active","20","19","6","0","0","1","1","1","0","2","1","0","1","0","0","4","2","5","7","1","1","1",""
"40","E","44","01153372","Voice of Independence","Active","20","19","6","0","0","1","1","1","0","2","1","0","1","0","0","4","2","5","7","1","1","1",""
"40","E","44","04497479","Interior Voices","Active","12","20","3","1","0","0","0","0","0","0","0","0","0","0","0","4","5","1","1","1","0","1",""
"40","E","44","04497479","Interior Voices","Active","12","20","3","1","0","0","0","0","0","0","0","0","0","0","0","4","5","1","1","1","0","1",""
"40","E","44","07640352","Healthy Voices Toastmasters Club","Active","20","20","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","1",""
"40","E","44","07640352","Healthy Voices Toastmasters Club","Active","20","20","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","1",""
"40","F","51","00641256","CIC Speaks Toastmasters Club","Active","43","51","9","1","0","1","1","1","0","5","2","2","2","3","1","4","9","5","3","1","1","1",""
"40","F","51","00641256","CIC Speaks Toastmasters Club","Active","43","51","9","1","0","1","1","1","0","5","2","2","2","3","1","4","9","5","3","1","1","1",""
"40","F","51","01299268","Miami Masters Toastmasters Club","Active","13","36","3","0","0","0","0","0","0","0","0","0","0","0","0","4","23","6","0","1","0","2",""
"40","F","51","01299268","Miami Masters Toastmasters Club","Active","13","36","3","0","0","0","0","0","0","0","0","0","0","0","0","4","23","6","0","1","0","2",""
"40","F","51","02705957","CIC Speaks Too","Active","22","28","9","1","0","1","1","1","3","1","1","0","1","1","0","4","9","5","4","1","1","1",""
"40","F","51","02705957","CIC Speaks Too","Active","22","28","9","1","0","1","1","1","3","1","1","0","1","1","0","4","9","5","4","1","1","1",""
"40","F","51","02846914","Oxford Toastmasters","Active","18","20","3","0","0","0","0","1","0","0","1","0","0","0","0","4","2","5","1","1","1","1",""
"40","F","51","02846914","Oxford Toastmasters","Active","18","20","3","0","0","0","0","1","0","0","1","0","0","0","0","4","2","5","1","1","1","1",""
"40","F","51","07012778","Toastmasters of All Abilities","Active","3","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1",""
"40","F","51","07012778","Toastmasters of All Abilities","Active","3","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1",""
"40","F","52","00001578","Seven Hills of Cincinnati Toastmasters","Active","18","13","7","2","0","1","0","0","0","1","1","0","0","1","1","4","0","6","4","1","1","1",""
"40","F","52","00001578","Seven Hills of Cincinnati Toastmasters","Active","18","13","7","2","0","1","0","0","0","1","1","0","0","1","1","4","0","6","4","1","1","1",""
"40","F","52","01160434","BTC (Building Tomorrow's Communicators)","Active","24","23","7","0","0","1","1","1","2","2","1","0","1","1","0","4","1","4","3","1","1","1",""
"40","F","52","01160434","BTC (Building Tomorrow's Communicators)","Active","24","23","7","0","0","1","1","1","2","2","1","0","1","1","0","4","1","4","3","1","1","1",""
"40","F","52","02811841","BLAST (Blue Ash Speaking Team)","Active","18","21","4","0","0","0","0","0","0","1","1","0","0","0","0","4","5","7","5","1","1","1",""
"40","F","52","02811841","BLAST (Blue Ash Speaking Team)","Active","18","21","4","0","0","0","0","0","0","1","1","0","0","0","0","4","5","7","5","1","1","1",""
"40","F","52","04677366","Competitive Speakers Cincinnati","Active","14","14","5","0","0","1","1","1","0","0","0","0","0","0","0","3","0","6","6","1","1","1",""
"40","F","52","04677366","Competitive Speakers Cincinnati","Active","14","14","5","0","0","1","1","1","0","0","0","0","0","0","0","3","0","6","6","1","1","1",""
"40","F","52","07335430","Givaudan Toastmasters","Active","58","57","3","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","1","1","1","1",""
"40","F","52","07335430","Givaudan Toastmasters","Active","58","57","3","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","1","1","1","1",""
"40","F","53","00000870","Tri-County Toastmasters Club","Active","10","9","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","0","0","1","1",""
"40","F","53","00000870","Tri-County Toastmasters Club","Active","10","9","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","0","0","1","1",""
"40","F","53","00004251","Park 42","Active","15","12","1","0","0","0","0","0","0","2","0","0","0","0","0","2","0","5","0","1","0","1",""
"40","F","53","00004251","Park 42","Active","15","12","1","0","0","0","0","0","0","2","0","0","0","0","0","2","0","5","0","1","0","1",""
"40","F","53","00006444","Springdale Communicators Toastmasters Club","Low","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","1",""
"40","F","53","00006444","Springdale Communicators Toastmasters Club","Low","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","1",""
"40","F","53","01113018","Cincinnati Communicators","Active","30","14","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","4","0","1","1","1",""
"40","F","53","01113018","Cincinnati Communicators","Active","30","14","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","4","0","1","1","1",""
"40","F","54","00003426","CinToast Club","Active","15","13","2","1","0","0","0","1","0","0","0","0","0","0","0","4","1","0","0","0","0","1",""
"40","F","54","00003426","CinToast Club","Active","15","13","2","1","0","0","0","1","0","0","0","0","0","0","0","4","1","0","0","0","0","1",""
"40","F","54","00003456","Standing Room Only","Active","9","11","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","1","1","0","1",""
"40","F","54","00003456","Standing Room Only","Active","9","11","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","1","1","0","1",""
"40","F","54","00008634","Wry Toasters Club","Active","9","10","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","1",""
"40","F","54","00008634","Wry Toasters Club","Active","9","10","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","1",""
"40","F","54","04763540","WCI Orators","Active","8","11","2","0","0","0","0","1","0","0","0","0","0","0","0","4","2","0","0","0","0","0",""
"40","F","54","04763540","WCI Orators","Active","8","11","2","0","0","0","0","1","0","0","0","0","0","0","0","4","2","0","0","0","0","0",""
"40","F","54","06981988","Freedom Express","Active","15","11","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","1",""
"40","F","54","06981988","Freedom Express","Active","15","11","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","1",""
"40","G","61","00000526","Lancaster Toastmasters Club","Active","10","9","8","0","0","0","0","0","0","4","2","3","5","5","5","0","0","7","7","1","0","1",""
"40","G","61","00000526","Lancaster Toastmasters Club","Active","10","9","8","0","0","0","0","0","0","4","2","3","5","5","5","0","0","7","7","1","0","1",""
"40","G","61","00707357","The Athenian Toastmasters Club","Active","14","16","4","0","0","1","0","0","0","0","0","0","0","0","0","4","1","7","7","1","0","1",""
"40","G","61","00707357","The Athenian Toastmasters Club","Active","14","16","4","0","0","1","0","0","0","0","0","0","0","0","0","4","1","7","7","1","0","1",""
"40","G","61","01052127","Morgan County Communicators","Suspended","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","G","61","01052127","Morgan County Communicators","Suspended","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","G","61","06751540","Pickaway Toastmasters","Active","20","15","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","7","1","0","1",""
"40","G","61","06751540","Pickaway Toastmasters","Active","20","15","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","7","1","0","1",""
"40","G","62","00002869","Huntington Centennial Toastmasters Club","Active","15","13","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","7","7","1","0","1",""
"40","G","62","00002869","Huntington Centennial Toastmasters Club","Active","15","13","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","7","7","1","0","1",""
"40","G","62","01371065","CASCI Toastmasters","Active","20","19","1","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","4","0","0","1",""
"40","G","62","01371065","CASCI Toastmasters","Active","20","19","1","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","4","0","0","1",""
"40","G","62","05989860","P-Town Toastmasters","Low","10","6","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","7","4","0","0","0",""
"40","G","62","05989860","P-Town Toastmasters","Low","10","6","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","7","4","0","0","0",""
"40","G","62","06977905","Mountain Movers","Active","18","13","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","2","7","0","0","0",""
"40","G","62","06977905","Mountain Movers","Active","18","13","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","2","7","0","0","0",""
"40","G","63","00002005","Toastmasters of South Charleston","Active","11","13","4","0","0","0","0","1","1","0","0","0","0","0","0","3","0","4","7","1","1","1",""
"40","G","63","00002005","Toastmasters of South Charleston","Active","11","13","4","0","0","0","0","1","1","0","0","0","0","0","0","3","0","4","7","1","1","1",""
"40","G","63","00002891","Ohio Valley Toastmasters, Formerly Ted Romine Toastmasters","Active","9","9","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","5","6","1","0","0",""
"40","G","63","00002891","Ohio Valley Toastmasters, Formerly Ted Romine Toastmasters","Active","9","9","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","5","6","1","0","0",""
"40","G","63","00006455","River Cities Toastmasters","Active","10","9","2","0","0","0","0","0","0","0","0","0","0","0","0","4","0","7","7","0","0","1",""
"40","G","63","00006455","River Cities Toastmasters","Active","10","9","2","0","0","0","0","0","0","0","0","0","0","0","0","4","0","7","7","0","0","1",""
"40","G","63","01117305","Toastmasters Beckley","Low","12","7","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","4","0","0","1",""
"40","G","63","01117305","Toastmasters Beckley","Low","12","7","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","4","0","0","1",""
"40","H","71","00005093","Battelle Toastmasters Club","Low","17","7","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","6","0","0","0","1",""
"40","H","71","00005093","Battelle Toastmasters Club","Low","17","7","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","6","0","0","0","1",""
"40","H","71","00005155","Down On Third Toastmasters Club","Active","10","10","1","0","0","1","0","0","0","1","0","0","0","0","0","2","0","2","1","0","0","1",""
"40","H","71","00005155","Down On Third Toastmasters Club","Active","10","10","1","0","0","1","0","0","0","1","0","0","0","0","0","2","0","2","1","0","0","1",""
"40","H","71","00009099","Children's Hospital Club","Active","8","9","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","3","0","0","1",""
"40","H","71","00009099","Children's Hospital Club","Active","8","9","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","3","0","0","1",""
"40","H","71","00621016","Brewery District Club","Active","44","43","10","2","1","1","0","1","1","4","2","0","1","1","0","4","10","7","4","1","1","1",""
"40","H","71","00621016","Brewery District Club","Active","44","43","10","2","1","1","0","1","1","4","2","0","1","1","0","4","10","7","4","1","1","1",""
"40","H","71","06987800","UHE Toastmasters","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","H","71","06987800","UHE Toastmasters","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","H","71","07219299","Radiant Toastmasters","Active","11","18","9","0","0","1","0","1","5","4","2","0","0","0","0","4","5","4","6","1","1","1",""
"40","H","71","07219299","Radiant Toastmasters","Active","11","18","9","0","0","1","0","1","5","4","2","0","0","0","0","4","5","4","6","1","1","1",""
"40","H","72","00008739","TM at Pickerington Club","Active","22","17","7","0","0","0","0","1","1","4","2","0","0","0","0","4","1","4","7","1","1","1",""
"40","H","72","00008739","TM at Pickerington Club","Active","22","17","7","0","0","0","0","1","1","4","2","0","0","0","0","4","1","4","7","1","1","1",""
"40","H","72","02116422","Hikma Professionals","Active","13","14","2","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","1","1",""
"40","H","72","02116422","Hikma Professionals","Active","13","14","2","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","1","1",""
"40","H","72","05168204","Grove City Toastmasters","Active","12","16","2","0","0","0","0","0","0","0","0","0","0","0","0","4","3","5","1","1","0","1",""
"40","H","72","05168204","Grove City Toastmasters","Active","12","16","2","0","0","0","0","0","0","0","0","0","0","0","0","4","3","5","1","1","0","1",""
"40","H","72","06662386","Manheim Ohio Toastmasters","Low","11","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"40","H","72","06662386","Manheim Ohio Toastmasters","Low","11","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"40","H","72","07181320","NetJets TAS Toastmasters","Active","34","25","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","2","0","0","1",""
"40","H","72","07181320","NetJets TAS Toastmasters","Active","34","25","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","2","0","0","1",""
"40","H","73","00001802","Mid-Day Club","Active","34","29","4","0","0","0","0","0","0","0","0","0","1","1","1","4","1","4","0","1","1","1",""
"40","H","73","00001802","Mid-Day Club","Active","34","29","4","0","0","0","0","0","0","0","0","0","1","1","1","4","1","4","0","1","1","1",""
"40","H","73","00008082","The Breakfast Club","Active","13","15","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","1","0","0",""
"40","H","73","00008082","The Breakfast Club","Active","13","15","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","1","0","0",""
"40","H","73","00952869","1RP Toastmasters - For AEP Employees and Contractors","Active","30","31","10","0","0","1","1","1","4","3","2","1","3","1","1","4","5","5","4","1","1","1",""
"40","H","73","00952869","1RP Toastmasters - For AEP Employees and Contractors","Active","30","31","10","0","0","1","1","1","4","3","2","1","3","1","1","4","5","5","4","1","1","1",""
"40","H","73","05214693","Toastmasters Central","Active","22","14","2","0","0","0","0","1","0","0","0","0","0","0","0","2","0","1","0","1","0","1",""
"40","H","73","05214693","Toastmasters Central","Active","22","14","2","0","0","0","0","1","0","0","0","0","0","0","0","2","0","1","0","1","0","1",""
"40","H","73","06820870","Arena Bricklayers","Ineligible","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","H","73","06820870","Arena Bricklayers","Ineligible","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","H","74","00000753","Nationwide","Active","25","20","3","0","0","0","0","0","0","1","2","0","1","0","0","4","2","5","3","1","0","1",""
"40","H","74","00000753","Nationwide","Active","25","20","3","0","0","0","0","0","0","1","2","0","1","0","0","4","2","5","3","1","0","1",""
"40","H","74","01029419","Uptown","Active","23","17","6","2","0","1","0","1","2","1","1","0","1","1","0","2","0","5","3","1","1","1",""
"40","H","74","01029419","Uptown","Active","23","17","6","2","0","1","0","1","2","1","1","0","1","1","0","2","0","5","3","1","1","1",""
"40","H","74","01423343","City of Columbus","Active","21","19","7","0","0","0","0","0","0","6","2","1","1","1","1","4","2","6","6","1","1","1",""
"40","H","74","01423343","City of Columbus","Active","21","19","7","0","0","0","0","0","0","6","2","1","1","1","1","4","2","6","6","1","1","1",""
"40","H","74","03375045","OHFA Toastmasters","Active","11","11","5","0","0","0","0","1","0","1","1","0","1","1","1","3","0","4","4","1","0","1",""
"40","H","74","03375045","OHFA Toastmasters","Active","11","11","5","0","0","0","0","1","0","1","1","0","1","1","1","3","0","4","4","1","0","1",""
"40","H","74","05560103","Professional Speakers","Active","12","9","4","0","0","1","0","0","0","0","2","1","1","0","0","1","0","5","5","1","0","1",""
"40","H","74","05560103","Professional Speakers","Active","12","9","4","0","0","1","0","0","0","0","2","1","1","0","0","1","0","5","5","1","0","1",""
"40","H","75","00000511","Newark-Granville Club 511","Active","10","15","4","0","0","0","0","1","0","1","1","0","1","0","1","4","1","1","1","1","1","1",""
"40","H","75","00000511","Newark-Granville Club 511","Active","10","15","4","0","0","0","0","1","0","1","1","0","1","0","1","4","1","1","1","1","1","1",""
"40","H","75","03646317","ENCORE Toastmasters","Active","20","19","6","0","0","1","0","1","0","1","0","0","1","0","1","4","1","5","6","1","1","1",""
"40","H","75","03646317","ENCORE Toastmasters","Active","20","19","6","0","0","1","0","1","0","1","0","0","1","0","1","4","1","5","6","1","1","1",""
"40","H","75","06098333","Reynoldsburg Toastmasters","Active","13","23","9","1","0","1","0","1","1","0","1","0","0","1","1","4","7","5","6","1","1","1",""
"40","H","75","06098333","Reynoldsburg Toastmasters","Active","13","23","9","1","0","1","0","1","1","0","1","0","0","1","1","4","7","5","6","1","1","1",""
"40","H","75","06123296","Coshocton Toastmasters","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","H","75","06123296","Coshocton Toastmasters","Suspended","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"40","H","75","07211129","ascena IT Masters","Active","41","17","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",""
"40","H","75","07211129","ascena IT Masters","Active","41","17","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",""
"40","I","81","00002289","T.A.L.K. Club","Active","15","11","3","0","0","0","0","0","0","3","1","0","0","1","0","4","0","5","3","0","1","1",""
"40","I","81","00002289","T.A.L.K. Club","Active","15","11","3","0","0","0","0","0","0","3","1","0","0","1","0","4","0","5","3","0","1","1",""
"40","I","81","00620518","Loveland SPEAKEASY","Active","15","18","6","0","0","0","0","0","0","0","1","0","2","1","0","4","4","5","5","1","0","1",""
"40","I","81","00620518","Loveland SPEAKEASY","Active","15","18","6","0","0","0","0","0","0","0","1","0","2","1","0","4","4","5","5","1","0","1",""
"40","I","81","00642205","Anthem Express Club","Active","15","20","8","0","0","1","0","0","0","2","2","0","2","1","0","4","6","4","5","1","1","1",""
"40","I","81","00642205","Anthem Express Club","Active","15","20","8","0","0","1","0","0","0","2","2","0","2","1","0","4","6","4","5","1","1","1",""
"40","I","81","04193961","Voice of Confidence","Ineligible","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
